9 -243.622
19 -242.261
29 -240.899
39 -239.537
49 -238.175
59 -236.813
69 -235.452
79 -234.09
89 -232.728
99 -231.366
109 -230.005
119 -228.643
129 -227.281
139 -225.919
149 -224.557
159 -223.196
169 -221.834
179 -220.472
189 -219.11
199 -217.749
209 -216.387
219 -215.025
229 -213.663
239 -212.301
249 -210.94
259 -209.578
269 -208.216
279 -206.854
289 -205.493
299 -204.131
309 -202.769
319 -201.407
329 -200.045
339 -198.684
349 -197.322
359 -195.96
369 -194.598
379 -193.236
389 -191.875
399 -190.513
409 -189.151
419 -187.789
429 -186.428
439 -185.066
449 -183.704
459 -182.342
469 -180.98
479 -179.619
489 -178.257
499 -176.895
509 -175.533
519 -174.172
529 -172.81
539 -171.448
549 -170.086
559 -168.724
569 -167.363
579 -166.001
589 -164.639
599 -163.277
609 -161.916
619 -160.554
629 -159.192
639 -157.83
649 -156.468
659 -155.107
669 -153.745
679 -152.383
689 -151.021
699 -149.66
709 -148.298
719 -146.936
729 -145.574
739 -144.212
749 -142.851
759 -141.489
769 -140.127
779 -138.765
789 -137.404
799 -136.042
809 -134.68
819 -133.318
829 -131.956
839 -130.595
849 -129.233
859 -127.871
869 -126.509
879 -125.148
889 -123.786
899 -122.424
909 -121.062
919 -119.7
929 -118.339
939 -116.977
949 -115.615
959 -114.253
969 -112.892
979 -111.53
989 -110.168
999 -108.806
1009 -107.444
1019 -106.083
1029 -104.721
1039 -103.359
1049 -101.997
1059 -100.635
1069 -99.2737
1079 -97.9119
1089 -96.5502
1099 -95.1884
1109 -93.8266
1119 -92.4648
1129 -91.103
1139 -89.7413
1149 -88.3795
1159 -87.0177
1169 -85.6559
1179 -84.2941
1189 -82.9324
1199 -81.5706
1209 -80.2088
1219 -78.847
1229 -77.4852
1239 -76.1235
1249 -74.7617
1259 -73.3999
1269 -72.0381
1279 -70.6764
1289 -69.3146
1299 -67.9528
1309 -66.591
1319 -65.2292
1329 -63.8675
1339 -62.5057
1349 -61.1439
1359 -59.7821
1369 -58.4203
1379 -57.0586
1389 -55.6968
1399 -54.335
1409 -52.9732
1419 -51.6114
1429 -50.2497
1439 -48.8879
1449 -47.5261
1459 -46.1643
1469 -44.8025
1479 -43.4408
1489 -42.079
1499 -40.7172
1509 -39.3554
1519 -37.9936
1529 -36.6319
1539 -35.2701
1549 -33.9083
1559 -32.5465
1569 -31.1847
1579 -29.823
1589 -28.4612
1599 -27.0994
1609 -25.7376
1619 -24.3759
1629 -23.0141
1639 -21.6523
1649 -20.2905
1659 -18.9287
1669 -17.567
1679 -16.2052
1689 -14.8434
1699 -13.4816
1709 -12.1198
1719 -10.7581
1729 -9.39628
1739 -8.0345
1749 -6.67272
1759 -5.31094
1769 -3.94916
1779 -2.58738
1789 -1.2256
1799 0.136178
1809 1.49796
1819 2.85974
1829 4.22152
1839 5.5833
1849 6.94507
1859 8.30685
1869 9.66863
1879 11.0304
1889 12.3922
1899 13.754
1909 15.1158
1919 16.4775
1929 17.8393
1939 19.2011
1949 20.5629
1959 21.9246
1969 23.2864
1979 24.6482
1989 26.01
1999 27.3718
2009 28.7335
2019 30.0953
2029 31.4571
2039 32.8189
2049 34.1807
2059 35.5424
2069 36.9042
2079 38.266
2089 39.6278
2099 40.9896
2109 42.3513
2119 43.7131
2129 45.0749
2139 46.4367
2149 47.7985
2159 49.1602
2169 50.522
2179 51.8838
2189 53.2456
2199 54.6074
2209 55.9691
2219 57.3309
2229 58.6927
2239 60.0545
2249 61.4163
2259 62.778
2269 64.1398
2279 65.5016
2289 66.8634
2299 68.2251
2309 69.5869
2319 70.9487
2329 72.3105
2339 73.6723
2349 75.034
2359 76.3958
2369 77.7576
2379 79.1194
2389 80.4812
2399 81.8429
2409 83.2047
2419 84.5665
2429 85.9283
2439 87.2901
2449 88.6518
2459 90.0136
2469 91.3754
2479 92.7372
2489 94.099
2499 95.4607
2509 96.8225
2519 98.1843
2529 99.5461
2539 100.908
2549 102.27
2559 103.631
2569 104.993
2579 106.355
2589 107.717
2599 109.079
2609 110.44
2619 111.802
2629 113.164
2639 114.526
2649 115.887
2659 117.249
2669 118.611
2679 119.973
2689 121.335
2699 122.696
2709 124.058
2719 125.42
2729 126.782
2739 128.143
2749 129.505
2759 130.867
2769 132.229
2779 133.591
2789 134.952
2799 136.314
2809 137.676
2819 139.038
2829 140.399
2839 141.761
2849 143.123
2859 144.485
2869 145.847
2879 147.208
2889 148.57
2899 149.932
2909 151.294
2919 152.655
2929 154.017
2939 155.379
2949 156.741
2959 158.103
2969 159.464
2979 160.826
2989 162.188
2999 163.55
3009 164.911
3019 166.273
3029 167.635
3039 168.997
3049 170.359
3059 171.72
3069 173.082
3079 174.444
3089 175.806
3099 177.167
3109 178.529
3119 179.891
3129 181.253
3139 182.615
3149 183.976
3159 185.338
3169 186.7
3179 188.062
3189 189.424
3199 190.785
3209 192.147
3219 193.509
3229 194.871
3239 196.232
3249 197.594
3259 198.956
3269 200.318
3279 201.68
3289 203.041
3299 204.403
3309 205.765
3319 207.127
3329 208.488
3339 209.85
3349 211.212
3359 212.574
3369 213.936
3379 215.297
3389 216.659
3399 218.021
3409 219.383
3419 220.744
3429 222.106
3439 223.468
3449 224.83
3459 226.192
3469 227.553
3479 228.915
3489 230.277
3499 231.639
3509 233
3519 234.362
3529 235.724
3539 237.086
3549 238.448
3559 239.809
3569 241.171
3579 242.533
3589 243.895
3599 245.256
3609 246.618
3619 247.98
3629 249.342
3639 250.704
3649 252.065
3659 253.427
3669 254.789
3679 256.151
3689 257.512
3699 258.874
3709 260.236
3719 261.598
3729 262.96
3739 264.321
3749 265.683
3759 267.045
3769 268.407
3779 269.768
3789 271.13
3799 272.492
3809 273.854
3819 275.216
3829 276.577
3839 277.939
3849 279.301
3859 280.663
3869 282.025
3879 283.386
3889 284.748
3899 286.11
3909 287.472
3919 288.833
3929 290.195
3939 291.557
3949 292.919
3959 294.281
3969 295.642
3979 297.004
3989 298.366
3999 299.728
4009 300
4019 300
4029 300
4039 300
4049 300
4059 300
4069 300
4079 300
4089 300
4099 300
4109 300
4119 300
4129 300
4139 300
4149 300
4159 300
4169 300
4179 300
4189 300
4199 300
4209 300
4219 300
4229 300
4239 300
4249 300
4259 300
4269 300
4279 300
4289 300
4299 300
4309 300
4319 300
4329 300
4339 300
4349 300
4359 300
4369 300
4379 300
4389 300
4399 300
4409 300
4419 300
4429 300
4439 300
4449 300
4459 300
4469 300
4479 300
4489 300
4499 300
4509 300
4519 300
4529 300
4539 300
4549 300
4559 300
4569 300
4579 300
4589 300
4599 300
4609 300
4619 300
4629 300
4639 300
4649 300
4659 300
4669 300
4679 300
4689 300
4699 300
4709 300
4719 300
4729 300
4739 300
4749 300
4759 300
4769 300
4779 300
4789 300
4799 300
4809 300
4819 300
4829 300
4839 300
4849 300
4859 300
4869 300
4879 300
4889 300
4899 300
4909 300
4919 300
4929 300
4939 300
4949 300
4959 300
4969 300
4979 300
4989 300
4999 300
5009 300
5019 300
5029 300
5039 300
5049 300
5059 300
5069 300
5079 300
5089 300
5099 300
5109 300
5119 300
5129 300
5139 300
5149 300
5159 300
5169 300
5179 300
5189 300
5199 300
5209 300
5219 300
5229 300
5239 300
5249 300
5259 300
5269 300
5279 300
5289 300
5299 300
5309 300
5319 300
5329 300
5339 300
5349 300
5359 300
5369 300
5379 300
5389 300
5399 300
5409 300
5419 300
5429 300
5439 300
5449 300
5459 300
5469 300
5479 300
5489 300
5499 300
5509 300
5519 300
5529 300
5539 300
5549 300
5559 300
5569 300
5579 300
5589 300
5599 300
5609 300
5619 300
5629 300
5639 300
5649 300
5659 300
5669 300
5679 300
5689 300
5699 300
5709 300
5719 300
5729 300
5739 300
5749 300
5759 300
5769 300
5779 300
5789 300
5799 300
5809 300
5819 300
5829 300
5839 300
5849 300
5859 300
5869 300
5879 300
5889 300
5899 300
5909 300
5919 300
5929 300
5939 300
5949 300
5959 300
5969 300
5979 300
5989 300
5999 300
6009 300
6019 300
6029 300
6039 300
6049 300
6059 300
6069 300
6079 300
6089 300
6099 300
6109 300
6119 300
6129 300
6139 300
6149 300
6159 300
6169 300
6179 300
6189 300
6199 300
6209 300
6219 300
6229 300
6239 300
6249 300
6259 300
6269 300
6279 300
6289 300
6299 300
6309 300
6319 300
6329 300
6339 300
6349 300
6359 300
6369 300
6379 300
6389 300
6399 300
6409 300
6419 300
6429 300
6439 300
6449 300
6459 300
6469 300
6479 300
6489 300
6499 300
6509 300
6519 300
6529 300
6539 300
6549 300
6559 300
6569 300
6579 300
6589 300
6599 300
6609 300
6619 300
6629 300
6639 300
6649 300
6659 300
6669 300
6679 300
6689 300
6699 300
6709 300
6719 300
6729 300
6739 300
6749 300
6759 300
6769 300
6779 300
6789 300
6799 300
6809 300
6819 300
6829 300
6839 300
6849 300
6859 300
6869 300
6879 300
6889 300
6899 300
6909 300
6919 300
